name,contact_number,contact_person,address,tin,customer_type_id,pricing_remarks
CAPS CAR CARE AUTOMOTIVE PARTS STORE (LEO B. ARELLANO),9561271222,,CONFESOR CORNER STA LUCIA ST BRGY ZONE III KORONADAL CITY,,1,
MABUHAY TAXI OFFICE  ( SUPER AA),,,CLARO M. RECTO HIGHWAY CLARK FREE PORT NEAR CLARK AIRFORT,,1,
JIMSON LIM,9175508168,,"#3 QUEENIES LOVE VILLAGE, BRGY CITY HEIGHTS , GENERAL SANTOS CITY 9500",,1,
CEBU JANSALES CORPORATION,3460024,,"361 MC BRIONES HIGHWAY MANDAUE, CITY 6014 PHILIPPINES",,1,
YANCY MACASERO TAN,9228224913/088-856-5134,,CAGAYAN DE ORO CITY,,1,
MARK ANTHONY TAMOSA,9327796159,,PAG-ASA VILLAGE BRGY. GENERAL SANTOS CITY,,1,
CRISOTO TAN (JE AUTO PARTS ),0917-707-9882,,"GUSA HIGHWAY, CAGAYAN DE ORO CITY",,1,
JACK MUIT,,,PARANAQUE CITY,,1,
MARK YANG C/O RYAN UY ( PJL AUTO CENTER INC.),9176274289,,LACSON ST MANDALAGAN  BACOLOD CITY,,1,
DEMETRIO SERVANTES PILAYO,0922-822-4924,,CAGAYAN DE ORO CITY,,1,
INNOVA 2017 1GD DIESEL / Plate no: DAE4273,,,CHASSIS: PA2JA8EM0H0024807  ENGINE: 1GD,,1,
PAL,,,,,1,
FORD EVEREST 2017,,,CHASSIS: MNAXXMAWAGG05848  ENGINE: P5AT2205886,,1,
FORD RANGER DOUBLE H 2013 (PICK-UP) DIESEL,,,CHASSIS: MNCLMFF80DW164378  ENGINE: P4AT1075745,,1,
FORD FOCUS 2.0L 2007 TDCI,,,CHASSIS: PE163LAUP71AU00018  ENGINE: D4204T70711,,1,
CHEVROLET SPARK 2012,,,CHASSIS: KL1MF4811CC638885,,1,
CHEVROLET TRAILBLAZER 2014,,,CHASSIS: MMM156MK0EH31548  ENGINE: BG1G140761045,,1,
CHEVROLET SPARK 2015 MANUAL,,,CHASSIS: KL1MF4811FC742707  ENGINE: ,,1,
TOYOTA HILUX 4X2 E 2015 2.8,,,CHASSIS: MROJB8DDOG3507601  ENGINE: GUN1235L-DTFSHM,,1,
NISSAN CARAVAN 1993 SUBIC,,,CHASSIS: ARE24-033753  ENGINE: 2.7 DT-i,,1,
NISSAN SERENA 99-05 LOCAL,,,CHASSIS: C24B0M000106  ENGINE: ,,1,
NISSAN JUKE 2017 1.8L GAS ,,,CHASIS # JN1FBAF15Z0403814  ENGINE # HR16090135D,,1,
NISSAN ALMERA 2015 GAS (SEDAN),,,CHASSIS: BDUALBGN17B25037  ENGINE: HR15-993983C,,1,
HYUNDAI GETZ 2006 MANUAL ,,,CHASIS # KMHBT51GP6U525570  ENG # G4H6095306,,1,
NISSAN TEANA 2007 GAS,,,Chassis # jn1bauj31uo303411  Engine # vq23-211501a,,1,
SUZUKI ERTIGA 2017 Manual,,,CHASSI#MHYZE81S3JJ301  ENGINE #K14BT1235255,,1,
HYUNDAI GRAND STAREX 2012,,,CHASSIS #KMJWA37KBCU461813  ENGINE#D4CBC993002  CODE#HYW201803,,1,
TOYOTA VIOS 2015,,,CHASSIS # NCP151201159  ENGINE # 2NZ7449228,,1,
MG-5,,,CHASSIS #LSJW74U3XK2155833,,1,
hyundai i10 2012 model G4HG,,,chassis # malan51bbcm089036,,1,
STANDFIELD CORPORATION,,,PARANAQUE CITY,,1,
kia carens 2.0 crdi 16valve 2008 model,,,chassis#knafg524297226870,,1,
ISUZU FUEGO  PICK UP 1998,,,PABTFR54HDV203242,,1,
TOYOTA LANDCRUISER 1996,,,HDJ800005721,,1,
4L & G AUTO PARTS SUPPLY,743-6637,LEO,PARAÑAQUE CITY,,1,
ISUZU MUX 2015 4JK1,,,CHASSIS # MPAUCR86DETT000069  ENGINE # 4JK1ME8540,,1,
HYUNDAI STAREX,,,CHASSI KMJWA37JBCU395884,,1,
HYUNDAI PORTER 2016 H100,,,CHASSI #KMFZSN7HP5U104715,,1,
Kia Picanto 2016,,,CHASSI  KNABX511AGT236843,,1,
PAJERO 6G75RCT489 2004 ,,,CHASSI # JMYLYVTTW4J880702,,1,
FRANK CHING,0917-625-3360 / 09173239605,,7A MAYON ST. SINGSON VILLAGE MANDAUE CEBU CITY,,1,
FORD EXPIDITION 2010,,,CHASSIS#1FMJK1J53AEA87780  JIMPSON LIM,,1,
OFFICE USE,,,,,1,
CHI-PENG UY (HONGSAN AUTO SUPPLY),9173010550,,"#155 LACSON ST., BACOLOD CITY",,1,
BIENVENIDO P. LAGARNIA JR.,9175466385,,"SANITO COMPLEX, SANITO IPIL ZAMBOANGA SIBUGAY PROV.",,1,
BLUE TAXI,0915-885-0464 /0935-1507-186,,CM Recto Highway Clark Freeport Zone Pampanga (near clark international airport),,1,
HYUNDAI elantra 2013,,,CHASSI kmhdh41ebdu689973,,1,
HYUNDAI ELANTRA G4GR 1.6,,,KMHJF31RPVU359450,,1,
ARIEL PAROJINOG,0938-257-0304,,634-1 GOV.SALES ST. UYANGUREN DAVAO CITY,,1,
CHEVROLET SPIN 2015 DIESEL,,,CHASSIS#MJBJF7590FJ101266,,1,
ISUZU DMAX 2010 model 4JJ1,,, Chassis# FABTFS85H90000503,,1,
TOYOTA RAV-4 2002,,,CHASSIS#JPEHH20V40017473  ENGINE #1AZ-0822786,,1,
ISUZU FUEGO DSL,,,CHASSIS#PABTFR54HDV203242,,1,
TOYOTA LANDCRUISER 1996,,,CHASSIS #HDJ800005721,,1,
CHEVROLET CAPTIVA 2011,,,CHASSIS: KLCA2GR1BH304580  ENGINE: Z20S1-438316K,,1,
LAZADA ONLINE BUYERS,,,,,1,
TPS TRANSITION PARTS AND SERVICE,082-227-2882/ 082-227-8228/ 082-227-8822/ 0933-850-5638 ,0917 309 0572 MATHEW AGABIN/09173090572,DACUDAO AVE DAVAO CITY,,1,
HYUNDAI G4FA  ACCENT GAS,,, CHASSI#KMHCT41CACU185272,,1,
FORD RANGER 2014 MANUAL 2.2,,,CHASIS# MNCLMFF80EW319276,,1,
NISSAN ATLAS (SUBIC) 2014  DOUBLE CAB,,,Engine no.: TD25219056  Chasis no.: N2F23000276,,1,
CHEVROLET SPARK 2007,,,Chasis #KLYMF181DAC100059,,1,
KIA CARNIVAL SEDONA GAS 2004 V6,,,vin# KNAUP752246520357.  ENG# K5064479,,1,
KIA RIO 2002 1.5 LITER,,,Engine#A5D-055270 CHASSIS #KNADC243216018534,,1,
NISSAN SENTRA 1997 B14,,,ENGINE# GA16-486885C Chasis# BAYALHFB14-B74102 ,,1,
FORD ESCAPE 2003 2.0,,,Chasis # PP2ET711316D00024  ENGINE #YF000723,,1,
MITSUBISHI LANCER 2010 ,,,engine#  4B11DN4000  chasis#PAECY4AX9AA000041,,1,
TOYOTA ALTIS 2004 1.6 A/T,,,Engine# 3ZZ-4038218 CHASSIS#ZZE121-8002694,,1,
KIA RIO 2012 1.2 SEDAN,,,Chasis # KNADM411AC6099995,,1,
FORD LYNX 1.3 ,,,Engine#. B3896999 Chasis # PE1BVL131CG00330,,1,
DAIHATSU EF MULTICAB,,,chassis # S80P031847,,1,
TOYOTA RAV4 4X2 WAGON 2007,,,Engine 2AZ2611737 Chasis# JTMZD31V805060666,,1,
NISSAN NAVARA 2008,,,CHASIS #MNTCCCD40Z0011115,,1,
HONDA CRV 2.0 2007 A/T,,,EngineR20A11801796CHASSIS#MRHRE18307PO11262,,1,
TOYOTA COROLLA 98 GLI A/T,,,Engine# 4A-M137078 1587 chasis#AE111-9544944,,1,
NISSAN SENTRA 2002,,,Chasis#CDFALDFN16A29070 engine# QG1500052,,1,
NISSAN FRONTIER BRAVADO 2010,,,Chasis#CVPGLDFD22H07417. Engine # TD27895137,,1,
HONDA CIVIC 1995 ,,,CHASSIS #-PHSY6-1B3559 ENGINE#-PH15-3001575,,1,
FUSO CANTER 2008,,,CHASSIS:FB308B-460230. ENGINE:4DR7-858777,,1,
GENCARS AUTO PARTS  SUPPLY (MAIN) (VALENCIA),9656552449, (GLORYNEL), P3 SAYRE HIWAY VALENCIA CITY BUKIDNON INFRONT OF SHELL GAS STATION,924-570-675,1,
DR ELISEO HAO ( C/O KERWIN CUE ),,,1409 harvard mansion  alvarado extension corner mayhaligue st tondo manila barangay 250,,1,
RICHELLE,,,,,1,
RENZ AUTO PARTS-C,9338691869,,CAGAYAN DE ORO city,,1,
JOSE TAPIA,0906-129-2763,,"MAHARLIKA 6,LEVITOWN BETTER LIVING PARANAQUE CITY",,1,
(OLD) TIMBERLAND MOTOR PARTS,,,,,1,
KERWIN CUE C/O SOUTHERN UNION HARDWARE CORP.,083-552-6250/1,,"I. SANTIAGO BLVD., GENERAL SANTOS CITY",,1,
KIMGOLD - LOST,,,,,1,
toyota vios 2006,,,,,1,
JAN DANIELLE T. VENTURA,0915-268-4781,,SALVADOR BLDG BONIFACIO STREET SAN JOSE CITY NUEVA ECIJA PHILIPPINES ,,1,
TOYOTA HILUX 4X4 2014 3.0L,,,MROFZ29GX02548752  ENGINE 0KDA509236,,1,
Unknown,,,,,1,
NISSAN CEFIRO 3.0,,,Engine# VQ20-101280  Chassis# CLFULAA33A1038888,,1,
JEEP RUBICON 2017,,,Chassis# 1C4BJWD55GL192684,,1,
HYUNDAI ACCENT 2011 1.4,,,Chasis# KMHCT41CBBU016378  Engine# G4FABU143754,,1,
KIA CARNIVAL J3,,,CHASSI#NKON3HNP6N54KO15867,,1,
HYUNDAI GRAND STAREX 2011 AT,,,Chassis# Kmjwa37jbbu282543,,1,
HYUNDA i10 2012,,,chassis# MALAN51BBCM114099,,1,
HYUNDAI H100 2009,,,chassis no. KMFZBX7BAAU550168,,1,
HYUNDAI ACCENT G4FA GAS,,,CHASSI#KMHCT41CACU185272,,1,
KIA SORENTO 2004 GAS,jimson lim,,2004 kia sorento-engine number-G6CU4887347  CHassis number-KNAJC523845297025,,1,
NISSAN NAVARA,,, chassis#MNTCC202320073988,,1,
SUZUKI SWIFT 2010 M13A,,,chass.# ZC115-107872,,1,
FORD RANGER 2.2 ,,,chass.# MNCLMFF80CW119767,,1,
TOYOTA YARIS 2013,,,chass.#MR054HY9104101220,,1,
HONDA CRV 2023 (664) MAAM SAM,,,,,1,
CHEVROLET CAPTIVA 2008,,,chassis#KL1CD26R18H305849,,1,
FORD EXPEDITION,,, chassis number IFMFUI8515LA17279,,1,
CHEVROLET SPARK 2009,,,engine number B1DS12115211521KC2   chassis number KL1KF480E9C641130,,1,
SUZUKI SWIFT 2012,,,chassis#JS2ZC82S7D6100004,,1,
TOYOTA CAMRY 2007,,,CHASSIS #MRO53BK4007013464,,1,
TOYOTA AVANZA,,,Chassis #MHKM5FE1FOK000059,,1,
HONDA FIT 2010 GAS AT,,,engine: L13A1547844  Chassis: GD11542271,,1,
TOYOTA FORTUNER 2012,,,engine: 2KD6936442  chassis: MHFZR69G703032396,,1,
TOYOTA RAV4 1996,,,chassis: JTB71SCV0149903  engine: 3SFE,,1,
NISSAN XTRAIL 2005,,,engine: QR20-562774A  chassis: TDAALAAT30-A24605,,1,
HYUNDAI MATRIX 2006 MT,,,engine: D4FA6U874726  chassis: KMHPM8IUP6U276705,,1,
TOYOTA VIOS 2010 MT 2NZ-FE,,,chassis: NCP929022644,,1,
KIA SPORTAGE LX 2019 AT,,,chassis: KNAKG811BA7724369  engine: D4E-A9H426774,,1,
"TOYOTA HILUX 1995 DIESEL 2,8",,,chassis: LN106-0123065  engine: 3L-3940539,,1,
TRAILBLAZER 2015,,,engine: GAFG142961236  Chassis: MMM156EKOFH607861,,1,
KIA SPORTAGE LX 2010 AT,,,chassis: KNAKG811BA7724369  engine: D4E-A9H426774,,1,
TOYOTA VIOS 2005,,,chassis: MRO53HY42-0415435,,1,
HYUNDAI MATRIX 2006 MT,,,engine: D4FA6U874726  chassis: KMHPM8IUP6U276705,,1,
SUZUKI SWIFT DZIRE 2016,,,engine: KIZMN  chassis: MA3ZF62S16A726930,,1,
MARLYN PERENA,,,,,1,
GENEVIEVE INFANTE,9072247776,,108 SAN ANTONIO ST MOLO ILOILO CITY,,1,
HYUNDAI ACCENT 2015,,,CHASSIS# KMHSU81XAFU478880,,1,
HONDA BR-V 2017,,,CHASSIS #MRHDG-1840-HP000263,,1,
MAHINDRA ENFORSER 4X2 2016,,,CHASSIS # MA1SR2BKCG206592,,1,
ISUXU D-MAX 4X2 2007,,,CHASSIS # PABTFR85H70000238,,1,
SUZUKI JIMNY M13A,,,CHASSIS # JS3JB43V194102833,,1,
CHEVROLET CAPTIVA 2009 DEISEL,,,CHASSIS#KL1CA26R19H302523  ENGINE#   Z20S1291973K. ,,1,
HONDA CITY 1.3 2010,,,Engine # L13Z12405512  Chassis # PADGM1530AV102207,,1,
CHEVROLET TRAILBLAZER 2013,,,VIN#  MMM156MH0DH653432,,1,
Hyundai TRUCK 6 WHEELER 2007,,,Chassis :  KMCDB18RP7C018104  Engine:  D6BR7057534,,1,
FORD FOCUS 2016. HB,,,Chasis no. MPB3XXMXC3FJ28494.,,1,
TOYOTA Wigo 2017,,,chasis # MHKA4DE5FHJ000584,,1,
Kia K2700,,,VIN# KNCSHX71CD7732501  ,,1,
Toyota CROWN supersalon 6 CYLINDER ,,,VIN #   CS1319000394.   Motor No.585061 ,,1,
Hyundai Starex 2007,,,Engine# D4CB7155595  Chassis# KMHWP81JP7U810013,,1,
Unknown,,,,,1,
toyota fortuner . 4x4. Dsl. 2006 model,,,VIN #   MROYZ59GZ00041138.   ,,1,
Nissan Cefiro 3.0,,,Engine# VQ20-101280  Chassis# CLFULAA33A1038888,,1,
HONDA CITY 2004 L13A,,,CHASSIS#MRHGDG5603PO10552,,1,
NISSAN GRAND LIVINA 2010 ,,,ENHINE#MR18037061R  CHASSIS#JDSALHAL10A49355,,1,
NISSAN FRONTIER 4X4 2003 DIESEL,,,ENGINE #QD32176493  CHASSIS#CVRULFFD22D03226,,1,
FORD RANGER WILDTRACK 2011,,,ENGINE#wlat1239945  chassis #mnclsfe10aw911484,,1,
Hyundai Truck 23T 4 Cylinder,,,Engine #D4AFS088106  Chassis #KMFDA17FPRU084658,,1,
FORD ECOSPORT 2015 A/T,,,MPBSXXMXKSEA04883,,1,
hyundai accent 2012,,,chass#KMHCT41CBCU261945,,1,
FORD OTIS MANILA,,,1090 guazon street mediola extension otis Paco Manila,,1,
DANIEL BRITO,09-17-794-9833,,Rm. 1106C Valencia Hills Condominium N Domingo St Qc,,1,
Ranger 2017,,,CHASSIS#MNCLMFF80HW748385  ,,1,
MG-ZS,,,CHASSIS#LSJA36E30L2036996,,1,
SHOPEE ONLINE BUYERS,,,,,1,
RICHLOID AUTO PARTS-C,,,CAGAYAN DE ORO CITY,,1,
BRUZ BUNDAC,9175532763,,16 LAGAN ST. PALAWAN PUERTO PRINCESA,100-326-076,1,
Ceazar M. Palacio,9658426615,,"Danuman East, Sta. Maria, Ilocos Sur",,1,
Suzuki APV 2010,,,CHASSIS: MHYDN71V5BJ302064,,1,
JOHN JOHN RODOLFO ARENOS,0909-666-6606,,3 SINSUAT ST SOUTH COTABATO KORONADAL ZONE IV(POB),,1,
FORD EXPEDITION 2003,,,FORD EXPEDITION 2003  VIN#  1FMRU15W53LB74577.   ENGINE #  FEB0630916.  22222122H2.,,1,
ford expidition 2010,,,chassis#1fmjk1j53aea87780,,1,
JUANITO MAÑEGO C/O ISMAEL MAÑEGO,0910-877-1987,,OZAMIS CITY MISAMIS OCCIDENTAL,,1,
Jessie Nacua NH Motor Sales,9177723984,,"Warehouse no.3  Oro hi-q warehouse  Zone 3, tangke tabok opol   Misamis Oriental",,1,
NELSON NG,,,,,1,
Mr. Amado Co,,,"#8 San Antonio St.,Sta.Clara Subdivision Bacolod City",,1,
H & E AUTO SUPPLY (FORMER KASALIGAN AUTO MART) HENRY TIU,9175466385,,25 horseshoe hill cleveland st.banawa. cebu city,,1,
ELGFER'S AUTO SUPPLY-C,,,OSMENA CAGAYAN DE ORO CITY,,1,
RAMAN EUGENE REBUYAS,032-346-0167,,"MC BRIONES HI-WAY, MANDAUE CITY",,1,
hiltor cargo,0966-778-0863 ( benson ),0910-397-8887 / 0938-736-3793/0966-923-2536,,,1,
DEOSAN SANTANDER ,,FACEBOOK,,,1,
CRISOTO TAN ( Z CARTRUCK PARTS & MARKETING ),,,,,1,
MJ AUTO SUPPLY,09171330037 / 09231028856,,130 U ALVIOLA ST VILLA GONZALO 2 BRGY TEJERO CEBU CITY,,1,
FORD RANGER 2.2 2014,,,MNCDMFF20EW27622,,1,
VIOS 2017 1NR,,CHASSI# PA1B19F30H4024674,,,1,
(OLD)MARK CUE C/O CEBU SERVICE,,,SINGSON VILLAGE MANDAUE CITY,,1,
ROMEO SIY ( TOTO ) ,,,ARCADIA,,1,
CEBU RELIANCE MOTOR PARTS INC (H & E),032-4074059/09228152262,HENRY TIU 091754666385 ELIZABETH TIU 09171547734,IBABAO AGUS LAPU LAPU CITY,000-067-538,1,
JS3JB43V0F4301254 suzuki jimny GAS,,,,,1,
Unknown,,,,,1,
TOYOTA HIACE COMMUTER 2020 1GD,,,JTFNAFAP1L8015220,,1,
KIA SOUL 2009,,,CHASSIS:KNAJT812BA7082089  ENGINE: ,,1,
HYUNDAI ELANTRA 2012 1.8 GAS,,,CHASSIS:KMHDH41EB0UZB6546  ENGINE: G4NBBU920354,,1,
Unknown,,HYUNDAI ACCENT 2007,CHASSIS:KMHVA21LNTU129919  ENGINE: G4EHT690083,,1,
Ford fucos 2008 1.8 ,,,chassis#PE163LAR81AR00187,,1,
DIBOY AUTO CARE C/O RODERICK CELESTINO ,0926-437-9092,,PUROK 17C HAGKOL VALENCIA CITY BUKIDNON BESIDE PRAWNHAUS RESTAURANT,,1,
CLINT JABATAN,0912-921-6487,,BACOLOD CITY,,1,
NORMA SOLIS MAGLENTE,0922-815-8948,,"NATIONAL HIGHWAY TAGUM CITY, DAVAO DEL NORTE",,1,
Hyundai Accent 1.5 CRDI ,,,Chasis No: KMHCM41VAAU530275,,1,
KIA CARENS 2014 DIESEL 1.7 MANUAL,,,CHASSI # KNAHT815AE7013733,,1,
ELESEO HAO,,,,,1,
ATTY. RENSON L. C. YU,CEL-09175180619,,#48 TIMOTHY STREET MULTINATIONAL VILLAGE PARANAQUE CITY,,1,
JOHNNY P. CORPUZ ,0906-656-8834,,PRK.1 DAVAO DE ORO NABUNTURAN POBLACION PHILIPPINES,,1,
Edwin Celestino ,,,"CasaBlanca Homes #26 Gen.Evangelista St. Malicsi I, Bacoor, Cavite",,1,
navara 2019,,,Chassi # MNTCC2D2320048902    ,,1,
VIOS 2017 ENGINE : 1NR X148411,,,CHASSI #PA1B19F38H4029346,,1,
VIOS 2006,,,MR053HY42-04172800,,1,
HONDA BRV 2018,,,CHASSIS: MRHDG1820JP001446  ENGINE: L15Z1-5926639,,1,
Honda BRV 2017,,,  Engine #L15Z13961514  CHASSIS#MRHDG1820HP001043,,1,
ford expedition 2010,,,chassi#1FMJK1J53AEA87780,,1,
suzuki celerio 2016,,ENGINE# K10BS1039859,chassi #MMSFE42S1FR101306,,1,
Suzuki Swift 2015 Year Model - 2015,,,  Engine no. - K12MN1518672  Chassis no. - MA3ZC62S1FA811130,,1,
AA MERCHANDISING C/O JANE YU,345-8842 /344-5842,,246 A DEL ROSARIO MANTUYONG MANDAUE CITY BESIDES CHINA SAVINGS BANK,,1,
"ISUZU MUX - Model, 2016, engine no. 4JK1NH1-13261",,, chassis no. MPAUCR86GFT007523,,1,
LC200 LANDCRUISER,,,chassi #Jtmhvo1j2j4257151,,1,
Rosemarie Caburog / Victor Agapay,+63 917 532 4177 / +63 917 149 4401,,"CUC compound, Barrio Apopong, National Highway, General Santos City",,1,
kimgold cebu,cell# 0949-972-4282 /0933-817-0214 ,contact person- bibing,  #9 manunggal street singson village tipolo mandaue city,,1,
GREENWARE CUSTOMIZED SYSTEMS & PC ACCS. Attn: Daniel Sanchez 09178087520,,Ms. LANIE CERIACO,"J. NAVARRO ST., DISTRICT 12 , ORMOC CITY LEYTE",,1,
MICHAEL EUGENE G. MORALES,9059172581,MICHAEL EUGENE G. MORALES,BANGKO SENTRAL NG PILIPINAS N.S VALDEROSA ST. ZAMBOANGA DEL SUR BARANGAY ZONE Iii (Pob.),,1,
CEBU TITAN SURPLUS INC.,TEL. # (088) 852-4991,,"LAPASAN HIGHWAY, CAGAYAN DE ORO CITY",,1,
isuzu dmax RZ4E 4X2 2018,,,CHASSI#PABTFR87DH2000023,,1,
GEORGE GORDIEL,,,RUBY ST. GOLDEN VILL. SUB. CARMEN CAGAYAN DE ORO CITY,,1,
CHRIS DAVID (FB),9175358298,,1PRINCETON STREET BRGY. PINAGSAM TAGUIG CITY,,1,
ap cargo general santos city,,,0917-826-3519/0917-888-5147,,1,
JEMILYN SANTIAGO,,,,,1,
PUERTO AUTO SUPPLY,,,CAGAYAN DE ORO CITY,,1,
 ,,,,,1,
YASCO MOTOR PARTS CORP. ( MJ CUENCO ),255-1811/19 255-1810,ramon abcede (TIN #-004-268-535-00003),312-316 M.J CUENCO AVENUE 6000 CEBU CITY ,004-268-535,1,
miyaco auto supply (Patrick James Sinco),,,856 chavez st davao city  ,,1,
Louie John Delfin ,(0965) 926 5296,,BACACA ROAD BRGY 19B HILL SIDE DAVAO CITY,,1,
AA TYN building,,,246 A del Rosario Street Mantuyong Mandaue City.,,1,
Toyota vios 2019model,,,Chassis # PA1B18F31K4105877,,1,
NICK FERNANDEZ,9617825280,,ROGASIONIST PECHAYAN,,1,
5G AUTO PARTS TRADING,0931-981-1178,,19C TOPLAND DRIVE EVACOM SAN DIONISIO PARANAQUE CITY,,1,
JAYKINGS AUTO PARTS  ( JOEVANH DELA PENA ),0917-833-0097,JOEVANH DELA PENA,BRGY 4 NATL HIWAY SAN FRANSCISCO AGUSAN DEL SUR,,1,
seastar cebu,9258621116,,,,1,
MJS AUTO PARTS C/O MARANDING AUTO PARTS,,,DOOR 1 ANTO ROTCHA BLDG OSMENA ST. CAGAYAN DE ORO CITY ,,1,
CEBU SEASTAR,,,032-231-7302/03,,1,
HENRY T. MANEGO,,,P-6 GANGO OZAMIZ CITY MISAMIS OCC.,,1,
S.T. RUBBER FACTORY CO. LTD.,,Ms. Yong,THAILAND,,1,
GENCARS AUTO PARTS SUPPLY (MALAYBALAY),09354506278 (GLADYS),,BRGY 9 MALAYBALAY  CITY BUKIDNON,524-570-675,1,
BOBBY OCSO BUCOL,9238088921,,PUROK 13 CARCON VILLAGE BRGY LAGAO GENERAL SANTOS CITY,190-444-305,1,
MANNY SALVACIO ( Regence Sales and Services Inc.),9153522020,,"(Warehouse)  L.Lim Bldg. 2, M. Badelles St.,  Brgy. Poblacion, Iligan City  ",,1,
AutoWhiz Parts Center,,,"8WFG+WFP AutoWhiz Building, Lopez Jaena St, Mandaue City, 6014 Cebu",,1,
HPL AUTO PARTS SUPPLY,0968-8777-168,,118 R. MAGSAYSAY AVE. DAVAO CITY BRGY 30C,103-160-513,1,
HENRY LEONARDO C/O SOUTHERN UNION HARDWARE CORP.,905182975,,"I. SANTIAGO BLVD., GENERAL SANTOS CITY",,1,
VIRGIE CUE C/O SOUTHERN UNION HARDWARE CORP.,,,"I. SANTIAGO BLVD., GENERAL SANTOS CITY",,1,
JOHN LEE,9175540218,,"COURT OF APPEALS - MINDANAO XAVIER UNIVERSITY  GRADE SCHOOL CAMPUS  14TH St. Macasandig Cagayan de Oro City,   Misamis Oriental",,1,
GALEN GORDIEL,9177162003,,COUNTRY VILLAGE HOTEL  VILLARIN ST CARMEN  CDOC ,,1,
RYAN CHUA,9209784232,,C/O EXTENSIVE COMMERCIAL  40 A. Regidor St. Brgy Poblacion 4  Santa Cruz Laguna 4009,,1,
GANECO TRADING,9338663091,,DAVAO CITY,,1,
NORT BAY SUITES,TEL:228-1115,,BADELLES ST. ILIGAN CITY,,1,
JUN CHONG,,,"98-b isarog st. Brgy. Salvacion la loma qc,, corner calamba st. ",,1,
TOYOTA INNOVA NAE6450 ,,,,,1,
GIO - TOYOTA REVO,,,,,1,
BEARING MASTER IND'L SALES ,9177048848,,OSMENA ST. CAGAYAN DE ORO CITY,145-016-810,1,
SUPREME POWER CORPORATION,0976-003-7278,"Michael Daquiz 0905 590 8472 LBC waltermart,Capas,Tarlac ","18 ALUNAN DRIVE, POBLACION TACURONG CITY, 9800  SUPREME POWER CORPORATION",008-524-898,1,
Eliah auto part ,0975-333-7275,,Valencia city,,1,
ROSS JUSTINE NOVEROS,0961-664-6674,,SITIO DUROG MIAGAO ILOILO CITY,,1,
JAMES MORALES JR ,,,"#35 APT 4 ZONE SIKWA , PAKNAAN MANDAUE CITY, CEBU , VISAYAS",,1,
CHASE STEERING-RETURNS,,,,,1,
Doorway forwarder,8-567-5898 ARIEL,,1328 agoncillo st ermita manila //// 6355 fort center vitas industrial estate tondo unahan road10 ( gothong) 0991-564-9294 ( TOM ),,1,
JOEL CATINGAN,,,,,1,
christopher duhilag,,,Door 1 Evr bldg.  asialink finance corporation ac cortes  ibabao estancia mandaue city,,1,
TELENGTAN BROTHERS & SONS INC, ,,"TELENGTAN BLDG Km 14 Km 14 South Super Hi-way, Merville, 1700 City of Parañaque, NCR Fourth District Phillippines  La Suerte Cigar and Cigarette Factory  ",000-409-675,1,
Edwin Celestino,,,"26 Gen.Evangelista St. Malicsi I, Bacoor, Cavite.",,1,
RICO REBUYA,,,,,1,
JANETH BADANA,09231028856 09171330037,,130 U ALVIOLA ST. VILLA GONZALO II BRGY. TEJERO CEBU CITY,,1,
SUPREME POWER CORPORATION  C/o  Phil John Fernandez,,,"LBC waltermart,Capas, Tarlac  ",,1,
Michael Daquiz,0918 374 0276,,"LBC WALTERMART Capas,Tarlac",,1,
VARIOUS ONLINE LAZADA,,,,,1,
Frederick Sy c/o FDS auto solutions,9088128064,,", J. Solon Ext.,Kamagong, Lahug, Cebu City, 6000.",,1,
"JOESONS COMMERCIAL CO., INC. C/O ROSE JUEZAN LAPASAN",9257222654,,"OSMEÑA, CAGAYAN DE ORO CITY",,1,
"Transcor motors,inc",0917-7010288,,"Liroville st.(goldenfield commercial complex),singcang,bacolod city,",,1,
KYCIR AUTO SUPPLY,9532652273,,ZONE 8 POBLACION LAGUINDINGAN MISAMIS ORIENTAL,,1,
Karttekk automotive parts trading,09632615844/09679666881,,"Purok 1, lumbo valencia city  ",,1,
RGEL AUTO PARTS AND GEN MDSE,,,BUKIDNON,,1,
WYU-88 LANDCRUISER ( BOSS WARREN YU),,,,,1,
DARWIN DIVINO,9951492899,,"501 Guerrero St., Poblacion, Davao City (OFFICE ADDRESS. DELIVER MONDAY - FRIDAY, 8AM TO 4PM), Barangay 29-C (Pob.), Davao City, Mindanao, Davao Del Sur, 8000",,1,
TIKTOK SHOP,,ONLINE,,,1,
GRD AUTO PARTS SUPPLY,,," don juan subd. San carlos city 6127 negros occidental, Negros Occidental",425-778-713,1,
KAYE DELMONTE,,,GK TIMOTHY,,1,
BONHEUR MARKETING CORPORATION,,,La suerte Compound Km14 south superhighway west service road barangay merville paranque city,000-109-907,1,
RICHARD SANTIAGO,,,,,1,
LANGOYON AUTOPARTS ENTERPRISES CORP,0917-1644466 /09126338460,GARY BATAWAN,55B-STA ANA AVE DAVAO CITY  ,654-565-137,1,
MIKE DE TERA,,,"Lot 3, Block 4, Rio Street  Carmel Subdivision  Panapaan 1, Bacoor Cavite",,1,
MANUEL ONG C/O MALVIN ONG,,,EXPANDER-NAW7400,,1,
GOLF CART,,,,,1,
GENTRADE INTERNATIONAL PHILS. INC.,,,ALUNAN HIGHWAY POBLACION TACURONG CITY 9800 PHILIPPINES  TRANSCYLE,004-406-783,1,
